1400	0.0020525386	-26.877087
1414	7.9987358e-07	-60.969786
1428	6.6599801e-07	-61.765271
1442	4.4633035e-07	-63.503436
1456	1.5394231e-07	-68.12642
1470	3.4239501e-08	-74.654726
1484	3.4475135e-06	-54.62494
1498	0.00076566704	-31.1596
1512	4.7491413e-05	-43.233849
1526	1.860156e-05	-47.304506
1540	1.2989635e-05	-48.864031
1554	1.1045804e-05	-49.568027
1568	1.0373189e-05	-49.840877
1582	1.0376799e-05	-49.839366
1596	1.0896389e-05	-49.627174
1610	1.1958151e-05	-49.22336
1624	1.3753719e-05	-48.615799
1638	1.6759433e-05	-47.757407
1652	2.2176774e-05	-46.541016
1666	3.3754523e-05	-44.71668
1680	6.9896971e-05	-41.555416
1694	0.00049644214	-33.041314
1708	0.00014098528	-38.508262
1722	4.7504151e-06	-53.232684
1736	1.3302682e-07	-68.760608
1750	4e-06	-53.9794
1764	1.4314884e-05	-48.442122
1778	4.8446133e-05	-43.147409
1792	0.00039311043	-34.054854
1806	0.00067390855	-31.71399
1820	5.270994e-05	-42.781075
1834	1.3627973e-05	-48.655687
1848	3.6717023e-06	-54.351325
1862	2.5984792e-07	-65.852808
1876	1.734036e-06	-57.609419
1890	4.419883e-05	-43.545892
1904	0.00052270857	-32.817404
1918	3.7214117e-05	-44.292923
1932	1.488469e-05	-48.272602
1946	8.4328487e-06	-50.740257
1960	5.5160847e-06	-52.583691
1974	3.8894695e-06	-54.101096
1988	2.8643633e-06	-55.429719
2002	2.1639435e-06	-56.647541
2016	1.6565178e-06	-57.808039
2030	1.271783e-06	-58.95587
2044	9.6897363e-07	-60.13688
2058	7.230431e-07	-61.408358
2072	5.1815219e-07	-62.855427
2086	3.4462061e-07	-64.626587
2100	0.00047548032	-33.228675
2114	8.0693033e-08	-70.93164
2128	7.8712331e-09	-81.039572
2142	2.879686e-08	-75.406549
2156	3.0705587e-07	-65.127826
2170	1.5411291e-06	-58.12161
2184	9.1129913e-06	-50.40339
2198	0.0008186249	-30.86915
2212	2.7853526e-05	-45.551198
2226	6.3050537e-06	-52.003112
2240	2.274427e-06	-56.43128
2254	6.0815119e-07	-62.159884
2268	1.0926908e-08	-79.615027
2282	3.852737e-06	-54.142306
2296	0.00025300622	-35.968688
2310	8.1194622e-05	-40.904727
2324	2.3351764e-05	-46.316803
2338	1.3990725e-05	-48.541598
2352	1.0612715e-05	-49.741735
2366	9.0579717e-06	-50.42969
2380	8.3295697e-06	-50.793774
2394	8.1022757e-06	-50.91393
2408	8.2795102e-06	-50.819954
2422	8.8948921e-06	-50.508593
2436	1.0133578e-05	-49.942372
2450	1.2506059e-05	-49.028795
2464	1.7574786e-05	-47.551099
2478	3.235709e-05	-44.900305
2492	0.00015167965	-38.190727
2506	0.00013553699	-38.679422
2520	3.4829813e-06	-54.580489
2534	3.8315553e-09	-84.166249
2548	1.2883838e-06	-58.899547
2562	4.6978271e-06	-53.28103
2576	1.4530666e-05	-48.377145
2590	8.599888e-05	-40.655072
2604	0.00049238358	-33.076964
2618	2.0017851e-05	-46.985825
2632	4.5055274e-06	-53.462544
2646	1.1549996e-06	-59.374182
2660	1.1834451e-07	-69.268519
2674	2.003488e-07	-66.982132
2688	4.9407461e-06	-53.062075
2702	0.00030984538	-35.08855
2716	6.0035019e-06	-52.215953
2730	1.7542202e-06	-57.559159
2744	7.2104063e-07	-61.420403
2758	3.1073759e-07	-65.076062
2772	1.1709697e-07	-69.314543
2786	2.6648855e-08	-75.743214
2800	0	-inf
2814	2.6191892e-08	-75.818331
2828	1.1311543e-07	-69.464781
2842	2.9502378e-07	-65.30143
2856	6.7283521e-07	-61.720913
2870	1.6088557e-06	-57.934829
2884	5.4115232e-06	-52.666805
2898	0.000274498	-35.614608
2912	4.3019265e-06	-53.66337
2926	1.7144706e-07	-67.6587
2940	9.9531455e-08	-70.020396
2954	9.5468196e-07	-60.201413
2968	3.6600113e-06	-54.365176
2982	1.5981184e-05	-47.96391
2996	0.00038631729	-34.130559
3010	6.6309596e-05	-41.784236
3024	1.1010464e-05	-49.581944
3038	3.4982164e-06	-54.561533
3052	9.4279447e-07	-60.25583
3066	2.755251e-09	-85.598388
3080	2.4611789e-06	-56.088568
3094	9.4112455e-05	-40.263529
3108	0.00010349148	-39.850954
3122	2.1693272e-05	-46.636749
3136	1.1577475e-05	-49.363862
3150	8.0947204e-06	-50.917981
3164	6.4445215e-06	-51.908093
3178	5.5578077e-06	-52.550965
3192	5.0826523e-06	-52.939096
3206	4.8865595e-06	-53.109968
3220	4.9353297e-06	-53.066838
3234	5.2724019e-06	-52.779915
3248	6.0683975e-06	-52.16926
3262	7.8585648e-06	-51.046568
3276	1.2884372e-05	-48.899368
3290	4.4004374e-05	-43.565042
3304	0.00013468177	-38.706912
3318	2.0143713e-06	-56.958605
3332	5.6110347e-09	-82.50957
3346	3.0670096e-07	-65.132849
3360	1.126459e-06	-59.482846
3374	3.0665734e-06	-55.133466
3388	1.3302913e-05	-48.760533
3402	0.00038391382	-34.157662
3416	4.1963498e-06	-53.771283
3430	6.967722e-07	-61.569092
3444	1.3629778e-07	-68.655112
3458	1.2549144e-08	-79.013859
3472	3.3673378e-09	-84.727133
3486	3.3886887e-08	-74.699683
3500	0.000196	-37.077439
3514	1.3943385e-07	-68.556318
3528	2.0576082e-07	-66.866373
3542	2.817878e-07	-65.500778
3556	3.7059218e-07	-64.311037
3570	4.7730568e-07	-63.212034
3584	6.1003021e-07	-62.146487
3598	7.818878e-07	-61.068556
3612	1.0154087e-06	-59.933591
3626	1.352657e-06	-58.688123
3640	1.8818384e-06	-57.254177
3654	2.8219456e-06	-55.494514
3668	4.8854569e-06	-53.110948
3682	1.1979302e-05	-49.215685
3696	0.0001650093	-37.824916
3710	1.3682027e-05	-48.638496
3724	5.263246e-07	-62.787463
3738	7.7327675e-08	-71.11665
3752	1.0711906e-06	-59.701333
3766	3.8974155e-06	-54.092233
3780	1.4775626e-05	-48.304541
3794	0.00018514975	-37.324769
3808	0.00010584383	-39.753345
3822	1.2781976e-05	-48.93402
3836	3.7006054e-06	-54.317272
3850	1.0130906e-06	-59.943517
3864	3.3005562e-08	-74.814129
3878	1.1545012e-06	-59.376056
3892	3.3558755e-05	-44.741942
3906	0.00011572394	-39.365768
3920	1.5954666e-05	-47.971123
3934	7.5437498e-06	-51.224127
3948	4.8520996e-06	-53.140703
3962	3.5893487e-06	-54.449844
3976	2.8830309e-06	-55.401507
3990	2.4530856e-06	-56.102873
4004	2.1872389e-06	-56.601038
4018	2.0379156e-06	-56.908138
4032	1.9929081e-06	-57.005127
4046	2.0757075e-06	-56.828338
4060	2.3872613e-06	-56.221
4074	3.3429174e-06	-54.758744
4088	8.3445368e-06	-50.785978
4102	0.00013151466	-38.810258
4116	5.7879131e-07	-62.37478
4130	5.6176994e-09	-82.504415
4144	2.467947e-08	-76.076642
4158	6.9905461e-08	-71.554889
4172	1.0189033e-07	-69.91867
4186	1.1951256e-07	-69.225865
